Wall time,Step,Value
1739061503.4806607,0,1.9325777292251587
1739061587.1197617,1,1.5919922590255737
1739061670.5872462,2,1.4166128635406494
1739061944.822331,3,1.2828412055969238
1739062093.3817654,4,1.1790212392807007
1739062335.7569578,5,1.0888140201568604
1739062580.6582558,6,1.010459303855896
1739062826.6862533,7,0.9212527871131897
1739063073.156079,8,0.8524630069732666
1739063319.8721294,9,0.7884376645088196
1739063565.7553113,10,0.7095251083374023
1739063811.1227448,11,0.6514847278594971
1739064056.142457,12,0.5946677327156067
1739064301.0467815,13,0.5461639165878296
1739064545.79578,14,0.501781702041626
1739064790.1570518,15,0.4617099463939667
1739065034.5202088,16,0.4207346439361572
1739065279.2039487,17,0.38298550248146057
1739065523.7369301,18,0.351101815700531
1739065768.2082753,19,0.3191302418708801
1739066012.526555,20,0.289143443107605
1739066257.1525471,21,0.26790550351142883
1739066501.5302944,22,0.24002118408679962
1739066746.2081199,23,0.21770915389060974
1739066990.6655731,24,0.19906708598136902
1739067235.0744822,25,0.18265804648399353
1739067479.2683246,26,0.1685258001089096
1739067723.5420358,27,0.15809166431427002
1739067968.3455207,28,0.14721442759037018
1739068212.7732177,29,0.13629229366779327
1739068457.4541926,30,0.12429975718259811
1739068702.0902622,31,0.12687359750270844
1739068946.6712728,32,0.11506865918636322
1739069191.2389677,33,0.11191961914300919
1739069435.6514513,34,0.10359838604927063
1739069680.3317757,35,0.10113663226366043
1739069924.7898445,36,0.09668798744678497
1739070168.8079352,37,0.09476343542337418
1739070413.386935,38,0.08812864869832993
1739070657.6793602,39,0.08948317170143127
1739070901.999323,40,0.08674167096614838
1739071146.9519477,41,0.07871714979410172
1739071391.5788198,42,0.07671104371547699
1739071636.157826,43,0.08102836459875107
1739071880.6934466,44,0.07828424125909805
1739072125.2167778,45,0.07147668302059174
1739072369.8544722,46,0.06846100836992264
1739072614.253539,47,0.07469381392002106
1739072858.7904325,48,0.06928801536560059
1739073103.1727207,49,0.06817534565925598
1739073347.4007673,50,0.06079909950494766
1739073591.9101794,51,0.06568441540002823
1739073836.6524377,52,0.05904145538806915
1739074081.2269058,53,0.059314507991075516
1739074325.80436,54,0.06116807088255882
1739074570.2748022,55,0.05681736022233963
1739074814.6203897,56,0.05668342858552933
1739075058.7514646,57,0.05858797952532768
1739075303.240438,58,0.05577581003308296
1739075547.6156702,59,0.04913685470819473
1739075792.2536848,60,0.0532468743622303
1739076036.8834279,61,0.05284951254725456
1739076281.5909429,62,0.052272409200668335
1739076526.25907,63,0.048850759863853455
1739076770.650452,64,0.049116361886262894
1739077015.0606852,65,0.048657506704330444
1739077259.539346,66,0.04346195235848427
1739077503.9246569,67,0.04997904971241951
1739077748.428221,68,0.043916743248701096
1739077992.2982497,69,0.039731550961732864
1739078237.035071,70,0.046270810067653656
1739078481.5057724,71,0.039638664573431015
1739078725.9949276,72,0.0415865033864975
1739078970.6208293,73,0.03814299777150154
1739079215.4326122,74,0.04284892603754997
1739079460.3885214,75,0.038380686193704605
1739079705.648747,76,0.03582292050123215
1739079793.9894245,77,0.030194954946637154
1739079877.9405437,78,0.041067007929086685
1739079962.1164696,79,0.04076326638460159
1739080046.3472812,80,0.03253375366330147
1739080130.584041,81,0.032666634768247604
1739080214.8399718,82,0.03433136269450188
1739080299.025481,83,0.03208651766180992
1739080383.0073497,84,0.03005523420870304
1739080466.803111,85,0.03015103191137314
1739080550.7633994,86,0.032605331391096115
1739080634.7439187,87,0.030104579403996468
1739080718.5715482,88,0.027957551181316376
1739080802.4513862,89,0.03215906769037247
1739080886.3835797,90,0.02762957103550434
1739080969.849606,91,0.028063062578439713
1739081053.1234658,92,0.027229154482483864
1739081136.9850967,93,0.023121384903788567
1739081220.8029945,94,0.02865436300635338
1739081304.2799587,95,0.02297317236661911
1739081388.1555007,96,0.02268792875111103
1739081471.9305158,97,0.024190697818994522
1739081555.6833484,98,0.02447543665766716
1739081639.3496385,99,0.0205567367374897
1739081723.1542284,100,0.022414471954107285
1739081807.0332372,101,0.016141992062330246
1739081890.8592825,102,0.023734547197818756
1739081974.7558227,103,0.022824985906481743
1739082058.6745734,104,0.01774284988641739
1739082142.5081758,105,0.019801761955022812
1739082226.209981,106,0.01703771948814392
1739082310.6465836,107,0.018042488023638725
1739082394.5955925,108,0.014119108207523823
1739082478.268081,109,0.021184053272008896
1739082562.1372356,110,0.015870066359639168
1739082645.9215848,111,0.014387567527592182
1739082729.814831,112,0.014321550726890564
1739082813.597948,113,0.014142281375825405
