Wall time,Step,Value
1739061503.480758,0,28.802000045776367
1739061587.119833,1,41.80799865722656
1739061670.587296,2,48.641998291015625
1739061944.8242023,3,53.62799835205078
1739062093.3818762,4,57.97600173950195
1739062335.7570233,5,60.86000061035156
1739062580.6583662,6,64.16799926757812
1739062826.6863124,7,67.43199920654297
1739063073.1561334,8,69.947998046875
1739063319.8721948,9,72.30400085449219
1739063565.7553864,10,75.03600311279297
1739063811.122801,11,76.99400329589844
1739064056.1425555,12,79.15799713134766
1739064301.0468354,13,80.69999694824219
1739064545.7958355,14,82.4260025024414
1739064790.1571028,15,83.52999877929688
1739065034.5202558,16,85.13800048828125
1739065279.204001,17,86.27200317382812
1739065523.7369785,18,87.73999786376953
1739065768.208343,19,88.65399932861328
1739066012.5266056,20,89.61399841308594
1739066257.1526084,21,90.25
1739066501.5303476,22,91.50199890136719
1739066746.2081819,23,92.19599914550781
1739066990.6656377,24,92.97599792480469
1739067235.074536,25,93.4800033569336
1739067479.2683735,26,94.00599670410156
1739067723.5420837,27,94.36199951171875
1739067968.3455722,28,94.7979965209961
1739068212.7732818,29,95.19599914550781
1739068457.4542491,30,95.64399719238281
1739068702.0903225,31,95.56400299072266
1739068946.671319,32,95.9280014038086
1739069191.2390134,33,95.98999786376953
1739069435.6515088,34,96.3219985961914
1739069680.3318272,35,96.39600372314453
1739069924.7899024,36,96.61399841308594
1739070168.8079917,37,96.60399627685547
1739070413.3869832,38,96.89399719238281
1739070657.6794114,39,96.84200286865234
1739070901.9993832,40,96.88400268554688
1739071146.9520109,41,97.21800231933594
1739071391.5788784,42,97.30400085449219
1739071636.1579058,43,97.19599914550781
1739071880.6934984,44,97.23799896240234
1739072125.2168279,45,97.55799865722656
1739072369.8545215,46,97.63999938964844
1739072614.253592,47,97.36000061035156
1739072858.790483,48,97.53800201416016
1739073103.1727834,49,97.58399963378906
1739073347.400827,50,97.89399719238281
1739073591.9102302,51,97.68199920654297
1739073836.6525004,52,97.91400146484375
1739074081.2269619,53,97.94400024414062
1739074325.804412,54,97.83200073242188
1739074570.2748551,55,98.05999755859375
1739074814.6204586,56,98.03600311279297
1739075058.7515202,57,97.93199920654297
1739075303.24049,58,98.05799865722656
1739075547.6157427,59,98.2959976196289
1739075792.2537339,60,98.18199920654297
1739076036.8834796,61,98.13999938964844
1739076281.5909946,62,98.24400329589844
1739076526.259126,63,98.29199981689453
1739076770.6505032,64,98.25599670410156
1739077015.0607452,65,98.31800079345703
1739077259.5393965,66,98.4520034790039
1739077503.9247167,67,98.26000213623047
1739077748.4282732,68,98.43800354003906
1739077992.2982981,69,98.58599853515625
1739078237.03512,70,98.37200164794922
1739078481.5058239,71,98.61599731445312
1739078725.994975,72,98.54399871826172
1739078970.6208777,73,98.65599822998047
1739079215.432668,74,98.49199676513672
1739079460.3885717,75,98.70800018310547
1739079705.648807,76,98.80000305175781
1739079793.9895093,77,98.97799682617188
1739079877.9406016,78,98.58399963378906
1739079962.1165204,79,98.60800170898438
1739080046.3473523,80,98.90399932861328
1739080130.5840876,81,98.86599731445312
