Model,Mode,Step,Accuracy,Wall time
ConvNeXT,train,73,98.65599822998048,1739078970.6208775
ConvNeXT,train,74,98.49199676513672,1739079215.432668
ConvNeXT,train,75,98.70800018310548,1739079460.3885715
ConvNeXT,train,76,98.8000030517578,1739079705.648807
ConvNeXT,train,77,98.97799682617188,1739079793.989509
ConvNeXT,train,78,98.58399963378906,1739079877.9406016
ConvNeXT,train,79,98.60800170898438,1739079962.1165204
ConvNeXT,train,80,98.90399932861328,1739080046.3473525
ConvNeXT,train,81,98.86599731445312,1739080130.5840876
ConvNeXT,train,82,98.7979965209961,1739080214.8400204
ConvNeXT,train,83,98.91600036621094,1739080299.025541
ConvNeXT,train,84,99.01599884033205,1739080383.0073953
ConvNeXT,train,85,98.94400024414062,1739080466.8031783
ConvNeXT,train,86,98.90599822998048,1739080550.763448
ConvNeXT,train,87,98.93199920654295,1739080634.7439682
ConvNeXT,train,88,99.02999877929688,1739080718.5715983
ConvNeXT,train,89,98.92400360107422,1739080802.4514363
ConvNeXT,train,90,99.01799774169922,1739080886.3836422
ConvNeXT,train,91,99.0260009765625,1739080969.8496528
ConvNeXT,train,92,99.04000091552734,1739081053.1235223
ConvNeXT,train,93,99.2020034790039,1739081136.98515
ConvNeXT,train,94,98.99600219726562,1739081220.803048
ConvNeXT,train,95,99.1999969482422,1739081304.2800198
ConvNeXT,train,96,99.18000030517578,1739081388.155551
ConvNeXT,train,97,99.18000030517578,1739081471.9305625
ConvNeXT,train,98,99.20600128173828,1739081555.683411
ConvNeXT,train,99,99.28399658203124,1739081639.349702
ConvNeXT,train,100,99.23600006103516,1739081723.154281
ConvNeXT,train,101,99.47599792480467,1739081807.0332985
ConvNeXT,train,102,99.1719970703125,1739081890.8593323
ConvNeXT,train,103,99.22799682617188,1739081974.7558715
ConvNeXT,train,104,99.38600158691406,1739082058.6746368
ConvNeXT,train,105,99.3280029296875,1739082142.5082264
ConvNeXT,train,106,99.38400268554688,1739082226.2100303
ConvNeXT,train,107,99.41600036621094,1739082310.646634
ConvNeXT,train,108,99.54000091552734,1739082394.5956705
ConvNeXT,train,109,99.25800323486328,1739082478.2681394
ConvNeXT,train,110,99.44200134277344,1739082562.1372914
ConvNeXT,train,111,99.5019989013672,1739082645.921636
ConvNeXT,train,112,99.54000091552734,1739082729.8148751
ConvNeXT,train,113,99.49600219726562,1739082813.597996
ConvNeXT,train,114,99.447998046875,1739082897.3854723
ConvNeXT,train,115,99.39199829101562,1739082981.2900016
ConvNeXT,train,116,99.65799713134766,1739083064.948695
ConvNeXT,train,117,99.56600189208984,1739083148.7787695
ConvNeXT,train,118,99.6060028076172,1739083232.666978
ConvNeXT,train,119,99.63400268554688,1739083316.4769094
ConvNeXT,train,120,99.61000061035156,1739083400.2754865
ConvNeXT,train,121,99.7480010986328,1739083484.1159668
ConvNeXT,train,122,99.58799743652344,1739083567.9161737
ConvNeXT,train,123,99.56199645996094,1739083651.7357097
ConvNeXT,train,124,99.68599700927734,1739083735.4829164
ConvNeXT,train,125,99.58999633789062,1739083819.307428
ConvNeXT,train,126,99.68399810791016,1739083903.228282
ConvNeXT,train,127,99.77200317382812,1739083986.9533815
ConvNeXT,train,128,99.80599975585938,1739084070.7737677
ConvNeXT,train,129,99.73799896240234,1739084154.7620018
ConvNeXT,train,130,99.73600006103516,1739084238.5721436
ConvNeXT,train,131,99.71199798583984,1739084322.4199677
ConvNeXT,train,132,99.80799865722656,1739084406.3483684
ConvNeXT,train,133,99.81600189208984,1739084490.2487772
ConvNeXT,train,134,99.71399688720705,1739084574.0594716
ConvNeXT,train,135,99.77400207519533,1739084657.8986604
ConvNeXT,train,136,99.85399627685548,1739084742.12838
ConvNeXT,train,137,99.80599975585938,1739084825.84391
ConvNeXT,train,138,99.86799621582033,1739084909.7118485
ConvNeXT,train,139,99.8939971923828,1739084993.773805
ConvNeXT,train,140,99.8560028076172,1739085077.7437434
ConvNeXT,train,141,99.83399963378906,1739085161.5044465
ConvNeXT,train,142,99.8759994506836,1739085245.2953792
ConvNeXT,train,143,99.88999938964844,1739085330.007761
ConvNeXT,train,144,99.88200378417967,1739085413.743127
ConvNeXT,train,145,99.82599639892578,1739085497.6743577
ConvNeXT,train,146,99.86000061035156,1739085581.5650723
ConvNeXT,train,147,99.8740005493164,1739085665.5103066
ConvNeXT,train,148,99.94000244140624,1739085749.3508863
ConvNeXT,train,149,99.9499969482422,1739085833.2225978
ConvNeXT,train,150,99.95600128173828,1739085917.0844274
ConvNeXT,train,151,99.93599700927734,1739086000.875975
ConvNeXT,train,152,99.94000244140624,1739086084.7492783
ConvNeXT,train,153,99.91799926757812,1739086168.672196
ConvNeXT,train,154,99.9219970703125,1739086252.4736087
ConvNeXT,train,155,99.96199798583984,1739086336.246774
ConvNeXT,train,156,99.9499969482422,1739086420.0989316
ConvNeXT,train,157,99.9800033569336,1739086503.9947474
ConvNeXT,train,158,99.96600341796876,1739086587.845627
ConvNeXT,train,159,99.96600341796876,1739086671.8225112
ConvNeXT,train,160,99.93199920654295,1739086755.7385633
ConvNeXT,train,161,99.9739990234375,1739086839.5383575
ConvNeXT,train,162,99.98200225830078,1739086922.768814
ConvNeXT,train,163,99.98200225830078,1739087006.8016162
ConvNeXT,train,164,99.98999786376952,1739087090.0067573
ConvNeXT,train,165,99.98400115966795,1739087173.739761
ConvNeXT,train,166,99.99400329589844,1739087257.7340517
ConvNeXT,train,167,99.98200225830078,1739087341.6305945
ConvNeXT,train,168,99.97599792480467,1739087425.4776163
ConvNeXT,train,169,99.96399688720705,1739087509.2843933
ConvNeXT,train,170,99.99400329589844,1739087593.2166164
ConvNeXT,train,171,99.98999786376952,1739087677.190913
ConvNeXT,train,172,99.99400329589844,1739087760.9698374
ConvNeXT,train,173,99.98400115966795,1739087844.8527253
ConvNeXT,train,174,99.99400329589844,1739087928.7475383
ConvNeXT,train,175,99.99600219726562,1739088012.524238
ConvNeXT,train,176,99.9980010986328,1739088096.3735518
ConvNeXT,train,177,99.9980010986328,1739088180.2038252
ConvNeXT,train,178,100.0,1739088264.1228137
ConvNeXT,train,179,100.0,1739088347.4698222
ConvNeXT,train,180,100.0,1739088431.3659043
ConvNeXT,train,181,99.99600219726562,1739088515.2214034
ConvNeXT,train,182,100.0,1739088599.1456528
ConvNeXT,train,183,100.0,1739088683.2078238
ConvNeXT,train,184,100.0,1739088767.2751262
ConvNeXT,train,185,100.0,1739088851.190106
ConvNeXT,train,186,100.0,1739088934.7521307
ConvNeXT,train,187,100.0,1739089018.5911937
ConvNeXT,train,188,99.9980010986328,1739089102.5562754
ConvNeXT,train,189,100.0,1739089186.1706777
ConvNeXT,train,190,100.0,1739089269.978282
ConvNeXT,train,191,99.99600219726562,1739089353.8100712
ConvNeXT,train,192,100.0,1739089437.7215416
ConvNeXT,train,193,100.0,1739089521.6011505
ConvNeXT,train,194,100.0,1739089605.7273903
ConvNeXT,train,195,100.0,1739089689.5743067
ConvNeXT,train,196,100.0,1739089773.4138508
ConvNeXT,train,197,100.0,1739089857.1894164
ConvNeXT,train,198,100.0,1739089941.5736756
ConvNeXT,train,199,100.0,1739090025.6667285
SFCNN-B_no_exp,train,0,28.06800079345703,1739040264.8726375
SFCNN-B_no_exp,train,1,32.98199844360352,1739040352.8554564
SFCNN-B_no_exp,train,2,35.327999114990234,1739040440.0918572
SFCNN-B_no_exp,train,3,36.72600173950195,1739040528.8577745
SFCNN-B_no_exp,train,4,38.34199905395508,1739040615.9298556
SFCNN-B_no_exp,train,5,39.50199890136719,1739040703.1254103
SFCNN-B_no_exp,train,6,40.79999923706055,1739040790.7538788
SFCNN-B_no_exp,train,7,41.55199813842773,1739040878.017772
SFCNN-B_no_exp,train,8,42.38800048828125,1739040965.911177
SFCNN-B_no_exp,train,9,42.59400177001953,1739041052.9967012
SFCNN-B_no_exp,train,10,45.970001220703125,1739041141.1134615
SFCNN-B_no_exp,train,11,48.39400100708008,1739041228.1751137
SFCNN-B_no_exp,train,12,50.61800003051758,1739041316.231747
SFCNN-B_no_exp,train,13,53.34000015258789,1739041403.4019248
SFCNN-B_no_exp,train,14,56.13399887084961,1739041490.5633695
SFCNN-B_no_exp,train,15,57.58000183105469,1739041578.6747978
SFCNN-B_no_exp,train,16,60.19400024414063,1739041665.8398197
SFCNN-B_no_exp,train,17,61.902000427246094,1739041753.039849
SFCNN-B_no_exp,train,18,63.20399856567383,1739041841.817381
SFCNN-B_no_exp,train,19,64.9000015258789,1739041928.8926158
SFCNN-B_no_exp,train,20,66.4219970703125,1739042017.2561927
SFCNN-B_no_exp,train,21,67.50199890136719,1739042104.036626
SFCNN-B_no_exp,train,22,68.74600219726562,1739042192.8599994
SFCNN-B_no_exp,train,23,69.96600341796875,1739042279.5227747
SFCNN-B_no_exp,train,24,71.06199645996094,1739042368.6858673
SFCNN-B_no_exp,train,25,71.9020004272461,1739042455.6621287
SFCNN-B_no_exp,train,26,72.33399963378906,1739042543.4143777
SFCNN-B_no_exp,train,27,73.85800170898438,1739042629.9848564
SFCNN-B_no_exp,train,28,74.73400115966797,1739042717.8051295
SFCNN-B_no_exp,train,29,75.00599670410156,1739042804.2742574
SFCNN-B_no_exp,train,30,76.27200317382812,1739042892.7395558
SFCNN-B_no_exp,train,31,76.83799743652344,1739042979.2096689
SFCNN-B_no_exp,train,32,55.35200119018555,1739043066.7145832
SFCNN-B_no_exp,train,33,10.0,1739043150.8090112
SFCNN-B_no_exp,train,34,9.960000038146973,1739043235.439671
SFCNN-B_no_exp,train,35,9.814000129699709,1739043320.6255646
SFCNN-B_no_exp,train,36,9.81999969482422,1739043404.6798334
SFCNN-B_no_exp,train,37,9.642000198364258,1739043488.9199867
SFCNN-B_no_exp,train,38,9.751999855041504,1739043575.298937
SFCNN-B_no_exp,train,39,9.833999633789062,1739043659.3291397
SFCNN-B_no_exp,train,40,9.52400016784668,1739043744.1653
SFCNN-B_no_exp,train,41,9.718000411987305,1739043828.274088
SFCNN-B_no_exp,train,42,9.838000297546388,1739043912.2872343
SFCNN-B_no_exp,train,43,9.838000297546388,1739043997.1284063
SFCNN-B_no_exp,train,44,9.72599983215332,1739044083.0424488
SFCNN-B_no_exp,train,45,9.75,1739044167.3456762
SFCNN-B_no_exp,train,46,9.88599967956543,1739044251.360345
SFCNN-B_no_exp,train,47,9.821999549865724,1739044336.6471288
SFCNN-B_no_exp,train,48,9.654000282287598,1739044420.7188976
SFCNN-B_no_exp,train,49,9.720000267028809,1739044505.5706525
SFCNN-B_no_exp,train,50,9.800000190734863,1739044591.6013238
SFCNN-B_no_exp,train,51,9.944000244140623,1739044675.9968112
SFCNN-B_no_exp,train,52,9.80799961090088,1739044761.0050335
SFCNN-B_no_exp,train,53,9.68000030517578,1739044847.0786622
SFCNN-B_no_exp,train,54,9.86400032043457,1739044931.3255732
SFCNN-B_no_exp,train,55,9.859999656677246,1739045015.565425
SFCNN-B_no_exp,train,56,9.833999633789062,1739045100.0487409
SFCNN-P_no_exp,train,0,26.729999542236328,1739028810.807557
SFCNN-P_no_exp,train,1,33.29399871826172,1739028841.5642784
SFCNN-P_no_exp,train,2,35.395999908447266,1739028873.5062337
SFCNN-P_no_exp,train,3,36.74599838256836,1739028904.500899
SFCNN-P_no_exp,train,4,38.67599868774414,1739028935.6457932
SFCNN-P_no_exp,train,5,39.81399917602539,1739028966.6793528
SFCNN-P_no_exp,train,6,40.89599990844727,1739028998.9151683
SFCNN-P_no_exp,train,7,41.76399993896485,1739029030.9570596
SFCNN-P_no_exp,train,8,42.23600006103516,1739029062.6671517
SFCNN-P_no_exp,train,9,42.7400016784668,1739029093.962504
SFCNN-P_no_exp,train,10,44.18199920654297,1739029125.0519032
SFCNN-P_no_exp,train,11,45.13600158691406,1739029155.9726143
SFCNN-P_no_exp,train,12,46.47200012207031,1739029187.3953223
SFCNN-P_no_exp,train,13,47.09600067138672,1739029218.526734
SFCNN-P_no_exp,train,0,26.465999603271484,1739029405.289121
SFCNN-P_no_exp,train,1,32.50600051879883,1739029435.155166
SFCNN-P_no_exp,train,2,36.26399993896485,1739029465.9492967
SFCNN-P_no_exp,train,3,38.17399978637695,1739029497.6771567
SFCNN-P_no_exp,train,4,39.805999755859375,1739029530.7334585
SFCNN-P_no_exp,train,5,40.459999084472656,1739029562.8751223
SFCNN-P_no_exp,train,6,41.26800155639648,1739029595.269492
SFCNN-P_no_exp,train,7,41.709999084472656,1739029626.5003364
SFCNN-P_no_exp,train,8,42.55799865722656,1739029658.2980027
SFCNN-P_no_exp,train,9,43.02000045776367,1739029689.3066163
SFCNN-P_no_exp,train,10,43.88600158691406,1739029720.0532668
SFCNN-P_no_exp,train,11,44.96200180053711,1739029751.5356789
SFCNN-P_no_exp,train,12,45.58200073242188,1739029782.539673
SFCNN-P_no_exp,train,13,46.52999877929688,1739029813.3660312
SFCNN-P_no_exp,train,14,47.30799865722656,1739029844.017917
SFCNN-P_no_exp,train,15,47.88800048828125,1739029875.2768154
SFCNN-P_no_exp,train,16,48.55400085449219,1739029907.1430564
SFCNN-P_no_exp,train,17,49.38600158691406,1739029939.1200223
SFCNN-P_no_exp,train,18,49.89400100708008,1739029970.4035769
SFCNN-P_no_exp,train,19,50.512001037597656,1739030000.1509058
SFCNN-P_no_exp,train,20,51.27199935913086,1739030029.3066995
SFCNN-P_no_exp,train,21,51.81399917602539,1739030060.0006113
SFCNN-P_no_exp,train,22,52.2400016784668,1739030091.9996395
SFCNN-P_no_exp,train,23,53.12200164794922,1739030123.5983336
SFCNN-P_no_exp,train,24,53.75199890136719,1739030155.3527265
SFCNN-P_no_exp,train,25,54.391998291015625,1739030186.1428237
SFCNN-P_no_exp,train,26,55.25199890136719,1739030216.6294992
SFCNN-P_no_exp,train,27,55.75,1739030246.7531211
SFCNN-P_no_exp,train,28,56.40599822998047,1739030278.3343077
SFCNN-P_no_exp,train,29,57.51800155639648,1739030309.7137804
SFCNN-P_no_exp,train,30,57.790000915527344,1739030341.1118698
SFCNN-P_no_exp,train,31,58.30799865722656,1739030371.6233826
SFCNN-P_no_exp,train,32,58.97600173950195,1739030403.231701
SFCNN-P_no_exp,train,33,59.77000045776367,1739030434.622425
SFCNN-P_no_exp,train,34,60.32400131225586,1739030464.7841356
SFCNN-P_no_exp,train,35,60.95800018310547,1739030493.8124402
SFCNN-P_no_exp,train,36,61.374000549316406,1739030523.8198917
SFCNN-P_no_exp,train,37,61.77199935913086,1739030555.3186514
SFCNN-P_no_exp,train,38,62.40800094604492,1739030587.3056574
SFCNN-P_no_exp,train,39,62.90999984741211,1739030617.1024554
SFCNN-P_no_exp,train,40,63.08399963378906,1739030646.477107
SFCNN-P_no_exp,train,41,63.970001220703125,1739030675.942511
SFCNN-P_no_exp,train,42,64.41000366210938,1739030707.3138022
SFCNN-P_no_exp,train,43,64.56400299072266,1739030739.4547162
SFCNN-P_no_exp,train,44,65.0739974975586,1739030770.4853745
SFCNN-P_no_exp,train,45,65.78600311279297,1739030802.3225112
SFCNN-P_no_exp,train,46,66.18599700927734,1739030832.1126442
SFCNN-P_no_exp,train,47,66.47000122070312,1739030861.778747
SFCNN-P_no_exp,train,48,66.83599853515625,1739030893.4317017
SFCNN-P_no_exp,train,49,67.38999938964844,1739030925.043824
SFCNN-P_no_exp,train,50,68.03399658203125,1739030956.7785091
SFCNN-P_no_exp,train,51,68.13400268554688,1739030988.366039
SFCNN-P_no_exp,train,52,68.90599822998047,1739031018.0352125
SFCNN-P_no_exp,train,53,68.91999816894531,1739031047.9992716
SFCNN-P_no_exp,train,54,69.62999725341797,1739031078.901751
SFCNN-P_no_exp,train,55,70.00800323486328,1739031110.5598288
SFCNN-P_no_exp,train,56,70.37799835205078,1739031142.6389358
SFCNN-P_no_exp,train,57,70.55599975585938,1739031173.1497605
SFCNN-P_no_exp,train,58,71.25599670410156,1739031202.883924
SFCNN-P_no_exp,train,59,71.77999877929688,1739031234.0531287
SFCNN-P_no_exp,train,60,72.04399871826172,1739031265.9371326
SFCNN-P_no_exp,train,61,72.51200103759766,1739031298.2986023
SFCNN-P_no_exp,train,62,72.58399963378906,1739031329.548745
SFCNN-P_no_exp,train,63,73.09200286865234,1739031359.4841766
SFCNN-P_no_exp,train,64,73.56600189208984,1739031390.615482
SFCNN-P_no_exp,train,65,74.1760025024414,1739031422.6402614
SFCNN-P_no_exp,train,66,74.71399688720703,1739031454.450051
SFCNN-P_no_exp,train,67,75.00199890136719,1739031485.6191106
SFCNN-P_no_exp,train,68,75.15799713134766,1739031515.1483693
SFCNN-P_no_exp,train,69,75.68000030517578,1739031546.5257587
SFCNN-P_no_exp,train,70,76.20800018310547,1739031576.455964
SFCNN-P_no_exp,train,71,77.01399993896484,1739031606.4512143
SFCNN-P_no_exp,train,72,76.97200012207031,1739031638.185324
SFCNN-P_no_exp,train,73,77.27200317382812,1739031669.5527115
SFCNN-P_no_exp,train,74,77.98200225830078,1739031701.498264
SFCNN-P_no_exp,train,75,78.53199768066406,1739031731.7755544
SFCNN-P_no_exp,train,76,78.96800231933594,1739031762.291995
SFCNN-P_no_exp,train,77,79.18399810791016,1739031792.9266143
SFCNN-P_no_exp,train,78,79.72200012207031,1739031824.3542154
SFCNN-P_no_exp,train,79,80.04399871826172,1739031855.5200338
SFCNN-P_no_exp,train,80,80.40599822998047,1739031887.5309298
SFCNN-P_no_exp,train,81,80.87799835205078,1739031918.417896
SFCNN-P_no_exp,train,82,81.56400299072266,1739031951.0231144
SFCNN-P_no_exp,train,83,81.9000015258789,1739031983.296814
SFCNN-P_no_exp,train,84,82.48799896240234,1739032015.30782
SFCNN-P_no_exp,train,85,82.56400299072266,1739032045.666005
SFCNN-P_no_exp,train,86,83.20800018310547,1739032075.4709587
SFCNN-P_no_exp,train,87,83.37999725341797,1739032106.9097466
SFCNN-P_no_exp,train,88,83.94200134277344,1739032139.4581268
SFCNN-P_no_exp,train,89,84.26399993896484,1739032171.5403085
SFCNN-P_no_exp,train,90,84.97200012207031,1739032202.9355748
SFCNN-P_no_exp,train,91,85.1240005493164,1739032233.2592356
SFCNN-P_no_exp,train,92,85.4739990234375,1739032263.758267
SFCNN-P_no_exp,train,93,86.06400299072266,1739032294.810559
SFCNN-P_no_exp,train,94,86.36000061035156,1739032325.5818624
SFCNN-P_no_exp,train,95,86.7959976196289,1739032356.6381226
SFCNN-P_no_exp,train,96,87.1520004272461,1739032387.758185
SFCNN-P_no_exp,train,97,87.61599731445312,1739032418.8349545
SFCNN-P_no_exp,train,98,87.7300033569336,1739032449.877524
SFCNN-P_no_exp,train,99,88.052001953125,1739032480.8227408
SFCNN-P_no_exp,train,100,88.697998046875,1739032512.1472092
SFCNN-P_no_exp,train,101,88.7020034790039,1739032543.2842555
SFCNN-P_no_exp,train,102,89.01399993896484,1739032574.555509
SFCNN-P_no_exp,train,103,89.41799926757812,1739032606.2042494
SFCNN-P_no_exp,train,104,90.00199890136719,1739032637.1811006
SFCNN-P_no_exp,train,105,90.24199676513672,1739032669.4796324
SFCNN-P_no_exp,train,106,90.28399658203124,1739032700.7241557
SFCNN-P_no_exp,train,107,90.4280014038086,1739032731.5541985
SFCNN-P_no_exp,train,108,91.27200317382812,1739032764.061125
SFCNN-P_no_exp,train,109,91.34600067138672,1739032796.2095685
SFCNN-P_no_exp,train,110,91.70600128173828,1739032828.4583032
SFCNN-P_no_exp,train,111,91.96600341796876,1739032860.3082376
SFCNN-P_no_exp,train,112,92.10800170898438,1739032892.2269063
SFCNN-P_no_exp,train,113,92.47200012207033,1739032924.1189103
SFCNN-P_no_exp,train,114,92.59400177001952,1739032955.3863697
SFCNN-P_no_exp,train,115,93.05799865722656,1739032986.58261
SFCNN-P_no_exp,train,116,93.2040023803711,1739033018.0585766
SFCNN-P_no_exp,train,117,93.45800018310548,1739033049.5187676
SFCNN-P_no_exp,train,118,93.80599975585938,1739033083.090233
SFCNN-P_no_exp,train,119,93.54000091552734,1739033116.3768086
SFCNN-P_no_exp,train,120,94.02799987792967,1739033149.1420407
SFCNN-P_no_exp,train,121,94.27200317382812,1739033181.9873602
SFCNN-P_no_exp,train,122,94.4260025024414,1739033213.9189596
SFCNN-P_no_exp,train,123,94.7760009765625,1739033245.7613437
SFCNN-P_no_exp,train,124,94.46399688720705,1739033277.1344278
SFCNN-P_no_exp,train,125,95.12200164794922,1739033307.9643643
SFCNN-P_no_exp,train,126,95.14800262451172,1739033339.3270826
SFCNN-P_no_exp,train,127,95.27400207519533,1739033369.937642
SFCNN-P_no_exp,train,128,95.87999725341795,1739033401.3662488
SFCNN-P_no_exp,train,129,95.59400177001952,1739033433.140221
SFCNN-P_no_exp,train,130,95.98600006103516,1739033463.3077826
SFCNN-P_no_exp,train,131,96.1259994506836,1739033493.0481026
SFCNN-P_no_exp,train,132,96.34400177001952,1739033523.7817602
SFCNN-P_no_exp,train,133,96.2699966430664,1739033556.116028
SFCNN-P_no_exp,train,134,96.48200225830078,1739033587.740764
SFCNN-P_no_exp,train,135,96.78800201416016,1739033618.7204556
SFCNN-P_no_exp,train,136,96.84400177001952,1739033648.4449296
SFCNN-P_no_exp,train,137,96.8759994506836,1739033679.5384018
SFCNN-P_no_exp,train,138,97.00399780273438,1739033710.872375
SFCNN-P_no_exp,train,139,97.2480010986328,1739033742.481936
SFCNN-P_no_exp,train,140,97.4520034790039,1739033773.6146317
SFCNN-P_no_exp,train,141,97.44400024414062,1739033802.9867806
SFCNN-P_no_exp,train,142,97.5719985961914,1739033834.3552625
SFCNN-P_no_exp,train,143,97.71800231933594,1739033866.3213112
SFCNN-P_no_exp,train,144,97.86399841308594,1739033897.911429
SFCNN-P_no_exp,train,145,97.86199951171876,1739033929.4049833
SFCNN-P_no_exp,train,146,98.16799926757812,1739033958.8958757
SFCNN-P_no_exp,train,147,98.01399993896484,1739033989.8965502
SFCNN-P_no_exp,train,148,98.24199676513672,1739034020.3282237
SFCNN-P_no_exp,train,149,98.302001953125,1739034052.7662425
SFCNN-P_no_exp,train,150,98.5,1739034084.6500409
SFCNN-P_no_exp,train,151,98.51799774169922,1739034114.5541842
SFCNN-P_no_exp,train,152,98.58999633789062,1739034143.9141493
SFCNN-P_no_exp,train,153,98.59400177001952,1739034175.348793
SFCNN-P_no_exp,train,154,98.52400207519533,1739034207.6272492
SFCNN-P_no_exp,train,155,98.8040008544922,1739034238.753637
SFCNN-P_no_exp,train,156,98.78800201416016,1739034269.245206
SFCNN-P_no_exp,train,157,98.97000122070312,1739034299.1391327
SFCNN-P_no_exp,train,158,98.8499984741211,1739034329.9514515
SFCNN-P_no_exp,train,159,98.9540023803711,1739034361.9631555
SFCNN-P_no_exp,train,160,99.02999877929688,1739034393.662259
SFCNN-P_no_exp,train,161,99.0780029296875,1739034423.631467
SFCNN-P_no_exp,train,162,99.20600128173828,1739034453.0284011
SFCNN-P_no_exp,train,163,99.22799682617188,1739034484.2224717
SFCNN-P_no_exp,train,164,99.28600311279295,1739034516.4645617
SFCNN-P_no_exp,train,165,99.34200286865234,1739034548.1036296
SFCNN-P_no_exp,train,166,99.35199737548828,1739034578.091724
SFCNN-P_no_exp,train,167,99.39600372314452,1739034607.5597887
SFCNN-P_no_exp,train,168,99.46600341796876,1739034636.8917873
SFCNN-P_no_exp,train,169,99.5719985961914,1739034667.4843464
SFCNN-P_no_exp,train,170,99.4739990234375,1739034698.8300748
SFCNN-P_no_exp,train,171,99.56600189208984,1739034730.485164
SFCNN-P_no_exp,train,172,99.62000274658205,1739034760.8286922
SFCNN-P_no_exp,train,173,99.6439971923828,1739034790.3117852
SFCNN-P_no_exp,train,174,99.6259994506836,1739034821.026976
SFCNN-P_no_exp,train,175,99.64800262451172,1739034852.6716766
SFCNN-P_no_exp,train,176,99.6500015258789,1739034883.4789517
SFCNN-P_no_exp,train,177,99.6760025024414,1739034913.6916363
SFCNN-P_no_exp,train,178,99.70600128173828,1739034943.1820912
SFCNN-P_no_exp,train,179,99.72599792480467,1739034972.2911367
SFCNN-P_no_exp,train,180,99.76200103759766,1739035002.7434466
SFCNN-P_no_exp,train,181,99.76399993896484,1739035034.1195638
SFCNN-P_no_exp,train,182,99.71800231933594,1739035065.2522604
SFCNN-P_no_exp,train,183,99.78600311279295,1739035095.665306
SFCNN-P_no_exp,train,184,99.80799865722656,1739035125.373959
SFCNN-P_no_exp,train,185,99.77999877929688,1739035156.2124352
SFCNN-P_no_exp,train,186,99.80999755859376,1739035188.039785
SFCNN-P_no_exp,train,187,99.84400177001952,1739035219.3348553
SFCNN-P_no_exp,train,188,99.83599853515624,1739035250.5736923
SFCNN-P_no_exp,train,189,99.8280029296875,1739035280.0903926
SFCNN-P_no_exp,train,190,99.85800170898438,1739035310.9150398
SFCNN-P_no_exp,train,191,99.84400177001952,1739035342.4138744
SFCNN-P_no_exp,train,192,99.8479995727539,1739035374.376418
SFCNN-P_no_exp,train,193,99.86599731445312,1739035406.011973
SFCNN-P_no_exp,train,194,99.86599731445312,1739035435.6628854
SFCNN-P_no_exp,train,195,99.85399627685548,1739035466.852795
SFCNN-P_no_exp,train,196,99.8759994506836,1739035498.384181
SFCNN-P_no_exp,train,197,99.8740005493164,1739035530.5356162
SFCNN-P_no_exp,train,198,99.88999938964844,1739035561.2905338
SFCNN-P_no_exp,train,199,99.86799621582033,1739035590.6793838
SFCNN-P,train,0,25.95800018310547,1739023892.958234
SFCNN-P,train,1,32.69599914550781,1739024241.2280712
SFCNN-P,train,2,35.6879997253418,1739024601.3811986
SFCNN-P,train,3,37.27199935913086,1739024959.138037
SFCNN-P,train,4,38.9739990234375,1739025323.4027774
SFCNN-P,train,5,40.77399826049805,1739025685.0498714
SFCNN-P,train,6,41.604000091552734,1739026042.542996
SFCNN-P,train,7,42.56399917602539,1739026400.0156188
SFCNN-P,train,8,43.25600051879883,1739026757.771338
SFCNN-P,train,9,44.1619987487793,1739027116.099745
SFCNN-P,train,10,45.720001220703125,1739027475.6430144
SFCNN-P,train,11,46.369998931884766,1739027841.7657745
SFCNN-P,train,12,47.65599822998047,1739028206.951846
SFCNN-P,train,13,48.76599884033203,1739028573.7346013
SFCNN-P,train,14,49.83200073242188,1739028941.7109203
SFCNN-P,train,15,50.32400131225586,1739029309.752179
SFCNN-P,train,16,51.262001037597656,1739029677.5626996
SFCNN-P,train,17,52.51599884033203,1739030046.1393363
SFCNN-P,train,18,53.14799880981445,1739030413.8738744
SFCNN-P,train,19,53.85599899291992,1739030780.7010298
SFCNN-P,train,20,54.5880012512207,1739031145.766686
SFCNN-P,train,21,55.900001525878906,1739031509.1107488
SFCNN-P,train,22,56.29399871826172,1739031875.1820052
SFCNN-P,train,23,56.76599884033203,1739032241.0774405
SFCNN-P,train,24,58.05400085449219,1739032607.4757392
SFCNN-P,train,25,58.40599822998047,1739032973.641618
SFCNN-P,train,26,58.93000030517578,1739033338.655686
SFCNN-P,train,27,59.26599884033203,1739033703.7537534
SFCNN-P,train,28,60.12799835205078,1739034068.5074294
SFCNN-P,train,29,61.0260009765625,1739034435.3484004
SFCNN-P,train,30,61.5,1739034803.412639
SFCNN-P,train,31,61.54199981689453,1739035177.860144
SFCNN-P,train,32,62.38800048828125,1739035551.6459036
SFCNN-P,train,33,62.90399932861328,1739035926.266822
SFCNN-P,train,34,63.34400177001953,1739036299.365344
SFCNN-P,train,35,63.869998931884766,1739036672.6535316
SFCNN-P,train,36,64.19200134277344,1739037047.865153
SFCNN-P,train,37,64.37799835205078,1739037422.3234782
SFCNN-P,train,38,64.95800018310547,1739037796.468562
SFCNN-P,train,39,65.16600036621094,1739038170.646882
SFCNN-P,train,40,65.7020034790039,1739038545.0119174
SFCNN-P,train,41,65.78199768066406,1739038919.4905107
SFCNN-P,train,42,66.30999755859375,1739039293.973447
SFCNN-P,train,43,66.80000305175781,1739039668.5943992
